"module","order","target","stable_id","atlas","confirmed_relative","source_relative","rule","status"
"43-album-year-4","026","year_4_2 晴天","pxui_album_026","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/43-album-year-4/026_year_4_2 晴天__UIATLAS_023_026_pxui_album_026_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_026_pxui_album_026_唱片.png","大四学年 BGM 圆形专辑图。","confirmed"
"43-album-year-4","027","year_4_3 时光机（五月天）","pxui_album_027","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/43-album-year-4/027_year_4_3 时光机（五月天）__UIATLAS_023_027_pxui_album_027_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_027_pxui_album_027_唱片.png","大四学年 BGM 圆形专辑图。","confirmed"
"43-album-year-4","028","year_4_4 说了再见钢琴曲","pxui_album_028","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/43-album-year-4/028_year_4_4 说了再见钢琴曲__UIATLAS_023_028_pxui_album_028_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_028_pxui_album_028_唱片.png","大四学年 BGM 圆形专辑图。","confirmed"
"44-album-year-5","029","year_5_1 爱的回归线","pxui_album_029","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/44-album-year-5/029_year_5_1 爱的回归线__UIATLAS_023_029_pxui_album_029_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_029_pxui_album_029_唱片.png","大五学年 BGM 圆形专辑图。","confirmed"
"44-album-year-5","045","year_5_2 诺言","pxui_album_045","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/44-album-year-5/045_year_5_2 诺言__UIATLAS_023_045_pxui_album_045_唱片.png","asset-work/ui-icon-final/generated-atlases/UIATLAS_023_album-year-5-extra-source.png","大五学年 BGM 圆形专辑图；从生成图集左侧图块 `(73,30,778,781)` 切割并抠去棋盘格背景。","confirmed"
"44-album-year-5","046","year_5_3 蒲公英的约定","pxui_album_046","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/44-album-year-5/046_year_5_3 蒲公英的约定__UIATLAS_023_046_pxui_album_046_唱片.png","asset-work/ui-icon-final/generated-atlases/UIATLAS_023_album-year-5-extra-source.png","大五学年 BGM 圆形专辑图；从生成图集右侧图块 `(920,30,779,781)` 切割并抠去棋盘格背景。","confirmed"
"44-album-year-5","030","year_5_4 The truth that you leave","pxui_album_030","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/44-album-year-5/030_year_5_4 The truth that you leave__UIATLAS_023_030_pxui_album_030_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_030_pxui_album_030_唱片.png","大五学年 BGM 圆形专辑图。","confirmed"
"45-album-normal-endings","031","old_boy 老男孩","pxui_album_031","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/031_old_boy 老男孩__UIATLAS_023_031_pxui_album_031_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_031_pxui_album_031_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","032","into_the_sea 入海","pxui_album_032","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/032_into_the_sea 入海__UIATLAS_023_032_pxui_album_032_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_032_pxui_album_032_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","033","cheers 干杯","pxui_album_033","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/033_cheers 干杯__UIATLAS_023_033_pxui_album_033_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_033_pxui_album_033_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","034","protagonist 主角","pxui_album_034","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/034_protagonist 主角__UIATLAS_023_034_pxui_album_034_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_034_pxui_album_034_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","035","proud_youth 骄傲的少年","pxui_album_035","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/035_proud_youth 骄傲的少年__UIATLAS_023_035_pxui_album_035_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_035_pxui_album_035_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","036","remaining_summer 剩下的盛夏","pxui_album_036","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/036_remaining_summer 剩下的盛夏__UIATLAS_023_036_pxui_album_036_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_036_pxui_album_036_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","037","our_tomorrow 我们的明天","pxui_album_037","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/037_our_tomorrow 我们的明天__UIATLAS_023_037_pxui_album_037_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_037_pxui_album_037_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","038","those_years 那些年","pxui_album_038","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/038_those_years 那些年__UIATLAS_023_038_pxui_album_038_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_038_pxui_album_038_唱片.png","普通结束曲圆形专辑图。","confirmed"
"45-album-normal-endings","039","here_after_us 后来的我们","pxui_album_039","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/45-album-normal-endings/039_here_after_us 后来的我们__UIATLAS_023_039_pxui_album_039_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_039_pxui_album_039_唱片.png","普通结束曲圆形专辑图。","confirmed"
"46-album-failure-endings","040","ending_graduation_failed 毕业失败——你被延毕了！ _ 超人强出场曲","pxui_album_040","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/46-album-failure-endings/040_ending_graduation_failed 毕业失败——延毕 _ 超人强出场曲__UIATLAS_023_040_pxui_album_040_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_040_pxui_album_040_唱片.png","失败结局绑定曲圆形专辑图。","confirmed"
"46-album-failure-endings","041","ending_living_cost_break 你破产了——有感觉吗！？ _ 哈基米南北绿豆","pxui_album_041","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/46-album-failure-endings/041_ending_living_cost_break 你破产了——有感觉吗 _ 哈基米南北绿豆__UIATLAS_023_041_pxui_album_041_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_041_pxui_album_041_唱片.png","失败结局绑定曲圆形专辑图。","confirmed"
"46-album-failure-endings","042","ending_pressure_collapse 压力失控——好好休息，同学 _ 流浪者之歌","pxui_album_042","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/46-album-failure-endings/042_ending_pressure_collapse 压力失控——好好休息，同学 _ 流浪者之歌__UIATLAS_023_042_pxui_album_042_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_042_pxui_album_042_唱片.png","失败结局绑定曲圆形专辑图。","confirmed"
"46-album-failure-endings","043","ending_two_failed_reviews 连续挂科被劝退——也许你并不适合 _ Frolic","pxui_album_043","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/46-album-failure-endings/043_ending_two_failed_reviews 连续挂科被劝退——也许你并不适合 _ Frolic__UIATLAS_023_043_pxui_album_043_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_043_pxui_album_043_唱片.png","失败结局绑定曲圆形专辑图。","confirmed"
"46-album-failure-endings","044","ending_forced_suspension 被迫停学——好好休息，同学 _ 风居住过的街道","pxui_album_044","UIATLAS_023","asset-work/ui-icon-final/confirmed-icons/46-album-failure-endings/044_ending_forced_suspension 被迫停学——好好休息，同学 _ 风居住过的街道__UIATLAS_023_044_pxui_album_044_唱片.png","asset-work/ui-icons-sliced/standard_128/UIATLAS_023_专辑圆形_UI_图标/UIATLAS_023_044_pxui_album_044_唱片.png","失败结局绑定曲圆形专辑图。","confirmed"
